,media name,media,post,link,time
10,The New York Times,nytimes,"Neve Campbell, Courteney Cox and David Arquette took some persuading to return to “Scream.” They couldn’t imagine it without the original director, Wes Craven. But now they’re all in.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3HNngdI%3Ffbclid%3DIwAR1pdkOkHvtPZoD4-9i8yDYTHWa55AipgrEDg54uIaHo0mBq9sPn9TqMm0k&h=AT0wq0QIyKhABpvgTb6yPDnYiL-karAuY2arY15FjhZLadOkHAQCQ53nBOLltRo26H-ACIEcDhEYiro2X9upuNe_EBdT-LttNanqYNE47FOxKhn45BKwUmFI1yZ58fvI9-I4-CGBl9raxjEW3iwa&__tn__=%2CmH-R&c[0]=AT3HJV27juiXgHl2yJcSsbzIgWio7pvR5MndqWGvEwAPPx-K-1JNwXLrkCEn7MkrzEqiyP66SdP1Bc3EsInYRoqAW92yGVw-Ay76611JNmNCoFOCc4zdF0rtr0bl1sDPmkPfChp9OdAw1ZaFfs9Wr1WGQc9-x-KFgGys7xnqAAcQl3YW,16h
11,The New York Times,nytimes,Here are 20 new TV shows or slightly lower-profile returning shows that look interesting this winter. Try to fit in one or two.,https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3n8d486%3Ffbclid%3DIwAR2A4GB8A_Mex4wiRk5vWrZyi1pvLgjbX0ZYH4frdms08YavhlooEOU_Bb8&h=AT3JW5m0QHExbCtqwqJYSPtMzoWHsgNn2PJG56b1lR_SxsY1yLt03lXHemgRUfWuoto5vlD1e0UHALzOJNn91tNQpTltdjILFacxXf_8sXImjB_mUykDUC8wZvBWf2WgEJM7N7DpriZpBwjbVwOx&__tn__=%2CmH-R&c[0]=AT3Jzt82PXvNEdnYJzyYqyNFj5Z2SqBH3GGRM_bXf7X28qNzpSUPLhVIbheJkXyn9ugrtlZjpl_vvsWq4OD4WeAP7zXsUgUolnTO8LZxmTRh1ogcwaAwwiaR0vzg_OjW_8O3U8piXLybGE4zxTg8lgSzPEwyBOJQ9pNzo7fsrcpyBslq,17h
12,The New York Times,nytimes,"Luiza Trajano turned a family business into a retail giant and became one of Brazil's richest women. Now, in an effort to curb racism, it limited its executive training program to applicants black",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3JV4J12%3Ffbclid%3DIwAR2WRKK9ENy75L-1gIJ9KHo4Loo4oF-g-BNwlKaAk3ZFk18TsFDm4pY3aJ8&h=AT1TvlsOJ9QnkhQIiuqAyQQW1nSccpyM0rpfmOKLtpSlsDyBzDpWjTAz1cpBKUfww4oy4rFgmj54Mi-dNieUvvLa-MhCLWKn5YiJv6z4NemCwkBPJekiYGopVNZXZ7WVFxD0qkWV8U3GxyGFmQdP&__tn__=%2CmH-R&c[0]=AT26lmwyS9sneBRlM-vsI3AAkK06VnQ6bKIvdpNHGJlPI52DxY5yG1ScZVPf9RigFKEMk59t6QRnpqW0Dgp2YR7TrvHQw0FOYWtidB7nDLcPgja4t7_LWDqyKR-dCbdf8GYjzbigXkWzA7zzPHlXKeLxWTjp2mMZDhaDCjje-TshBeip,17h
13,The New York Times,nytimes,"At a time when Hollywood often relegated Black actors to roles as servants, Sidney Poitier was rarely a supporting player. These 11 movies, available to stream, span the 1950s to the ‘90s and highlight what made him popular with white and Black audiences.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3n8mlwW%3Ffbclid%3DIwAR2uBSe2gZU9I4kScwsybeNPEcn7OLIi74yzgoEMTazp9ygvjTiE5bhOHBk&h=AT3sWQa43WKCml7Ojzi800ANFLRGd67rhpeXwr55XvYtN0_34V1YocESqpkIu6HTD9U_AQvljUSjmY0UwfdcnP-DSRB-7X0wr0odOcnAw66o_CvAJbGiW0Qqr9vK3hKiQHPnnH0Uo6RbTdMdEJEG&__tn__=%2CmH-R&c[0]=AT1WmIVSvbuc6X4eoWdlNdgWra5oZ0kP4cF4ReliczEFtKh2alcafskMTchyxy80sTEReqeIvqZ1aHWAHzr3z0h-4lna1Wh5RRYNhrQnLgQnn0xVjEEoERW8cCo1nzN3RE7S5KB0Hw56z6ZR_-0zwWQclUC5IpZoFsAWe7peWytosFQ4,17h
14,The New York Times,nytimes,"Jumping rope isn’t just for little kids and boxing montages. It's also a portable workout that builds strength, speed, and protects our bodies as we age.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3HSkjsJ%3Ffbclid%3DIwAR1RRpDJd1_tnj8XL1_dviWCPrj9PHfrJ_ETChBX6UP3xzmMdgVtkvgrDlk&h=AT2Zpa_JfV6eQGooDdIjROPK2lI4O7-tTz23JF4PaN8qj7F1mnGPivwgh8whcLn8-EUvJ5OMtGa9_0Hpnu7KtOzjhys0m6LNptU8LEXAnu41hp6TMrOaluuoXDWVEGb1U5wYlg9wBad2st2yk40B&__tn__=%2CmH-R&c[0]=AT0mXVmBrDXu4GDEuBYrUBHFe1e2N3_jELQiBlxK6M6KKjeXxFaZ-tT-26PMlk3Gunk-FPlD4eYjNhMfbAJU1dOBUh3UJfWTf1d5rzYZtAMNQgwMhA7_YNCTx7zG-kP1PIsejzDyDhpzrscIedaUWgaKVWEydWEx4gBRmmZGoDhLLQR7,18h
15,The New York Times,nytimes,In The New York Times Opinion Section ,https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3q4d3no%3Ffbclid%3DIwAR2uBSe2gZU9I4kScwsybeNPEcn7OLIi74yzgoEMTazp9ygvjTiE5bhOHBk&h=AT1bY3Avr9UMAnoVqAmapQ-ewHt3Wn6562DhDAGgKZ42_hw_9pf7GSSLVE5oq8LNjzM_PID0JJUaqsakHLt1c4IVfv0ltHog8sbE7J6RQJUDh1oD5G62YKzc0MRh8i5U48i4HGWZ1f8KGXr12iJM&__tn__=%2CmH-R&c[0]=AT3xrr5ah0X1WcMP6NOdlxcc7IrnCDYUtqb7WDVNJVNj6vRSfwm26Pczo3TOASa5bbNLzV7vPH167PkpYV0sjr8efKWuDOSwAltyW2u0MYoutWcMqT6TN60YPyj0mgj44OIPX-4hqW7cU4C8nR1uKgsBuOatLroAkmWXhckmgyCXcc2J,18h
16,The New York Times,nytimes,"Luiza Trajano turned a small family store into a retail giant. Parties across the political spectrum have begged her to run for office — seeing in her a rare blend of pragmatism, charisma and smarts.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F34zWebF%3Ffbclid%3DIwAR1pdkOkHvtPZoD4-9i8yDYTHWa55AipgrEDg54uIaHo0mBq9sPn9TqMm0k&h=AT3ip08shlXb74oKyVBHwhfXNU1Q9nSYDMEaLz-rxs7nEIrxP1aCmG917PmwaRB3SyGnu2vOFqszldRT0xQDlDHKVXYLyHaCdvNl9EnG4GA8dFwHzRdsi79RbRjTyNhiyfEzpjc3GJMQbz3pLHBH&__tn__=%2CmH-R&c[0]=AT3PDP0BnFqqv4b5xJjA1MAJGHKQLG_lTvielDXdOASWiFyTulDTBV26jl1GPK8SKmTBexI49uIUo8UWLAN3nPCvnXICFvLRz5Y2YW0EPj5AIWZH0UPIrHlGE_qBP1syI6zBu2h6CL1SfWYxwLRd5LzC5emJqukKGQsBH0kFK1Def_uE,18h
17,The New York Times,nytimes,"As “Search Party” begins its fifth season, Alia Shawkat is embarking on a new challenge: saying goodbye.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3qTAsqE%3Ffbclid%3DIwAR2nSe8tfO2aM_XbbTwjoR3bmVja_fm7ZTGIoJPU-6baTrwqeAa1VU7ZmRo&h=AT1CNs8wcf0-qNEnykQE3OYyxoOrGo5dMcQinXdRfhhcsP1ORi8dtyYSfOeeAw_OvuSTZSL_GKZeFtuiORCF3vr63PR8MCvimz6DeFrWvaS11Jb-SulPPNChebepcf6_0Iik1jlxyo6LfXwhohOl&__tn__=%2CmH-R&c[0]=AT0zvfU-u2ry0w7aLqvldIPYPl6zSjBzbDdXBGmFWY38MKt6mv6doXjuf4zt2g8NR2IDJipdoH0K6C-C0VPJhQNBxTdPwt75E8dG74nTWbqKEaR2zjpPWIhRAcY8KFPiL5Cmyk9QkZLQ3lVpU6rIibFVc6ebk9wDGGz5Azji0nESbnYn,19h
18,The New York Times,nytimes,"Mariah Bell, who at 25 won her first U.S. national figure skating championship on Friday and earned a spot in the Beijing Olympics next month, will become the oldest American female Olympics singles skater since 1928. Here's who else made the U.S. team.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3zBPSUy%3Ffbclid%3DIwAR27TW-6H7zkEtfWra3FNVmLbGeWmdp646b88LB7NQ6yGwkFl_-MqSN3sLM&h=AT29uqg_ayupi7nUfkd4HL8prnSxSS4PtL1j5P8biGI6VsJ81wOTWzvO3dVmOBhPQAtEot8Oa4V1kI-J22FbZhfYf0uPEzb4LQLlGdnlyGLuRGDc-XjrJtfK9H35Jddu9SrJA4TLkbuGKeeGEcQj&__tn__=%2CmH-R&c[0]=AT1MFxFQUDpQeWmluc16Mp3rn8cm-lFoYy5VOfDvkXdTkX2aL32JKV6B4MN5JF8rMELvderzmCziTWZmMBcRZcHgy9Xzi7Ecs8ffwdnofj89uh-QsgyGy3JA5lgs_UbT8jOgMJPgDDpOrgHhKDvrEJNvPZkvmMzKFUp9Z9QvqdXv74IO,19h
19,The New York Times,nytimes,"The Emmy-winning HBO teen drama “Euphoria,” starring Zendaya, comes back for a second season on Sunday. But it’s been a few years since Season 1 ended. Here's where things left off.https://nyti.ms/3F9ArEr",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3q3Dqtz%3Ffbclid%3DIwAR2nSe8tfO2aM_XbbTwjoR3bmVja_fm7ZTGIoJPU-6baTrwqeAa1VU7ZmRo&h=AT3-iCTmXaqkVA3Y9a0pCFOrAJEyrDHKzVdjQlnLs5_9AuQFyN6JUOl0a1Q5lnY4VJvmcl2U-ekbRKw2Fv0X96aEV3940cdDIF-2h9J5ShaIW9g3SwfSnfHelo__VHNvOCvIVfxU_xuOhOfcggPu&__tn__=%2CmH-R&c[0]=AT3QoLmyP3QGFHi36aI-zpjsvNwVGj9n91MO7-AFz1JgB5BLM0oEAFgpi6cXdEKPW1xx7omOsQQ3WiRvVbcW3q7uhr1txXLe68NSrgOC_yjaupMe-0WFRN5QNTxUYYg5HadtlsrphYBFJQzovfmmhsJgotIGfMhFswE4Zlo16c_xqL51,19h
20,The New York Times,nytimes,New York City’s new police commissioner is already at odds with Manhattan’s new district attorney over plans to change how certain crimes are prosecuted.,https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3JRhR7w%3Ffbclid%3DIwAR3ohsvb1P2_Za9SvUY-r5rB0un3QreFtXCLkm_1h1HVwn7BjYBDbrRszMs&h=AT1z21C4prwA6kMWDT2-QbOerSTdBLFZeILygJ3TAJfeHYZApJRWgACPpZZW686SZkoelQl_wDabTEHpHWvkOtOwYTj6Kkd8tbFjUJJsoRcu9_SZF7obHbxFSH6nLYwuORHhNMKya9PEI1d2XqO_&__tn__=%2CmH-R&c[0]=AT0qzQYcfB_TQSeIwI-tzC2kTvt3BdpnmL8tJ9BwwJHkZ7NJ69mA8Hd023T4g8bLOSUdX139mcAjrXPg-rFViOeYhwevA-W76L53D6S9UhQZJRwJ136PV-ekutp6j1hA80G4bQKBcM3S2R31GK-JrTDeTy2NuoCWqKdJhP2hUmyB0Aqz,20h
21,The New York Times,nytimes,"In a pandemic high for the U.S. Navy base at Guantánamo Bay, Cuba, the hospital there on Friday reported 69 confirmed coronavirus cases among about 6,000 residents on the base. One of the cases included a 10-year-old child who is either fully or half vaccinated, said a base spokeswoman.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3f77HS5%3Ffbclid%3DIwAR1DNOBjfjw7d6CDT5ZejUuk_t9iMFAKW7rqLXCbSF_vktrYcDflJUIn0bU&h=AT2CGEl31uOHjIKCv8Y7DuUZZle6YPdi5mLJxVbvjbmTqJXFK-IE_jl2j-h2Rvn1mpBCyMRy7EChQx057LvHFefw8sfdwfUcK47Ltb6WhEb-9FPru0pgs9Q0i8_ppGOg6vZ0Gex_WkglIsIT2TxR&__tn__=%2CmH-R&c[0]=AT31J-MB4LBEX6XXcyEfk4KGKfMD3BFKykVpN2wpwDFspMfRTAbEX3dUcOSMt2USFqvN4N4hgJttOK3jLbZkrgnvL5Jnw2-lR8K_ZpEvy3ns977WVQvaBAmRUtBAkH4D4N1SN6svWfNGTnyZV-heI2pjDeJ0bLGqjANN97RppkSgVXsk,20h
22,The New York Times,nytimes,"A worker was fatally injured in a mine collapse in Pennsylvania on Friday afternoon, state officials said in a statement. No one else was trapped.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3zFapaT%3Ffbclid%3DIwAR0y-WFgWB1z94lymVCojZB6PWVgWfHsHTX5KKKR3KFebvRcMxQnYUatEc0&h=AT0VW2_uNjBcN_RgFh_oqr-vhjjXkGikxnUzqRZKsDdnU1N5GLwCHl0j_W9KH0xmljMRtXYsvx7eQuQAPIrVUirfmlsSwjREwwChgkoY5pw6sLD2q0X6fxpA1PbZnJlXJJ6UoC4ru9_nAjYTG-Ng&__tn__=%2CmH-R&c[0]=AT0ND3mfamOPKn8jV37AANa386a1W-XOmf7VlSnyPMuBCX-s9Jq-mL-CdzVzdiuAN7tjxAqXKnDkj2grUUbSR4CbR02T5_8DNdXRI5U-BLVdsMAXt2jeYsFTiGgdepIhnrs93mE7fszB43q45Eri04l1o51pBWCW4iMw67KBjjaUVRt1,20h
23,The New York Times,nytimes,"Yao Pan Ma, an immigrant from China who was left in a coma after a brutal assault in April, died last week. The police called the attack a hate crime, and Ma, 61, had been a ventilator and was hospitalized since the assault occurred in East Harlem.",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3t7Usst%3Ffbclid%3DIwAR3TEUwSRngrCXe3bhcA3Tq0VQV2wGhiGhmAHcS0mX-Wp6INx3qnAlMAoFo&h=AT3IgO3QSBHwSXbeFmiKBuH2Oc-IoMyAoUp1r3K83MDvskUBT-0oMBGGDHBmN9_B-letFba6adhK7j9qbkkatev5SxGKJFPHDJ7asWK2y0MiBo_him9T049oUwjqQaeswUrUEDL1jv6j1GIaY5nj&__tn__=%2CmH-R&c[0]=AT0UlrKW3Luw0uBQXUjwmTTtd6S1IB46Nak8Yh_agdSWCJr8cxPcGCmz41vQy7KWsY-IeyfOdNz1zwSNXn9gFepFSUoHg4Wn-zprbxNsOz2dGAH7dq7XWHRfsxOfgDgKq6PajCg58NR-r0H-5nh67OfYrk8BRTwUZYUBP8xheD4PxXAq,20h
24,The New York Times,nytimes,"The academy has plenty of Oscar-worthy contenders with crowd-pleasing appeal this year, like “West Side Story” and “Belfast.” The only problem is that the crowds haven’t shown up for them. Will that help “Spider-Man” make a case for best picture?",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F3zE8MtR%3Ffbclid%3DIwAR0-H560yIuvvAM7svYHOIFnveuE2NrYYVTrk4p67SMjuS_vepW2PDkPhYA&h=AT3jMfkFKlrJewcSxGPM7andbNd4s3TlptT2ZyfYytr77RUeUo-RF1ouifC075PkQrnWDHb2yphO6uIB4jpFG_UZ72MHZk63EEgAinWmOR4VnUBGoSQjv8Ma0xbM6D-pUrb-E-7K4ONRdxLPGU-c&__tn__=%2CmH-R&c[0]=AT0jSvNn_4DEGGPiOys8Q6djgtf-ODSEEqVuqzhWdr5foQfWbR8gSrT9780O7CLwCDTMwYWo7YsQUKyHhG-37wRcqIccz-Q8xlnc3uhB5xXC6_2Coq0id3lwVAymc3LTh3y0Gys5HQGgejDEzU8HA22FjDfIPoSFF3KlLO63fVJlDT5x,20h
25,The New York Times,nytimes,"The actress LaChanze, who stars in ""Trouble in Mind,"" reflects on Alice Childress's work and how it mirrors her own experience in theater. ""I get to convey the things so many Black actors have expressed, but, as Wiletta says, 'You don’t want to hear.'""",https://nyti.ms/3q6D31q?fbclid=IwAR1pdkOkHvtPZoD4-9i8yDYTHWa55AipgrEDg54uIaHo0mBq9sPn9TqMm0k,21h
26,The New York Times,nytimes,"Three weeks after investigators obtained a search warrant for information on Alec Baldwin’s cellphone, authorities in New Mexico and New York are working on coordinating the request. Baldwin said that any suggestion that he was not cooperating was “a lie.”",https://l.facebook.com/l.php?u=https%3A%2F%2Fnyti.ms%2F31BLCbb%3Ffbclid%3DIwAR0H-vBw_ojRlHlhUTlmUxmpW-tG2cbP9vvggo9K2c8qxDftZW8485rPoF8&h=AT3njg_KTCUNBmKsJu1qkzSHt3NZ47xAwaW7t5UHoNYvCdaoeb_THYgTCmvAkIqfN-zy6ExLsu7iKAIae-7V7wmnWheL2nzVjt8g4ojvb_hESpJZ_VZM5utQNuUkKigSr0aEWFmMfB1vOP6ya3vy&__tn__=%2CmH-R&c[0]=AT20HeQaDqcWKgEHwBhNdy8b1yUMXi3EX-KKfs2yQirCTlh9GfoXWPgQESPjpdJaEDklgu__qnz0b2S0QwrxDTsEEGMuT7JcjP42gA5CHJBBsUFqgy9kuW0jJbsZ5kiQ0OnYgdenN8zzg4ojxtKttAzyfO5fAOqeaa4tjQLEqE0GK7Vb,21h
